iso3,category,category_name,type,type_name,prop_ssf,source
COG,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
COG,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
COG,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.5,Schuhbauer et al. (2017)
COG,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
COG,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
COG,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
COG,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
COG,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
COL,A,Beneficial,A1,Fisheries management,0.2202568226488984,Schuhbauer et al. (2017)
COL,A,Beneficial,A2,Fishery research and development,0.17912694845762128,Schuhbauer et al. (2017)
COL,A,Beneficial,A3,Marine protected areas,0.48373517803833926,Schuhbauer et al. (2017)
COL,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
COL,B,Capacity-enhancing,B2,Fisheries development projects,0.9764410193626395,Schuhbauer et al. (2017)
COL,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
COL,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.09625188407387221,Schuhbauer et al. (2017)
COL,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
COL,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
COL,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
COL,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
COL,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
COL,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
COM,A,Beneficial,A1,Fisheries management,1,Schuhbauer et al. (2017)
COM,A,Beneficial,A2,Fishery research and development,0.5359399649842472,Schuhbauer et al. (2017)
COM,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
COM,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
COM,B,Capacity-enhancing,B2,Fisheries development projects,0.2719020234246893,Schuhbauer et al. (2017)
COM,B,Capacity-enhancing,B3,Fishing port development,1,Schuhbauer et al. (2017)
COM,B,Capacity-enhancing,B4,Marketing and storage infrastructure,1,Schuhbauer et al. (2017)
COM,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
COM,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
COM,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
COM,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
COM,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
COM,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
CPV,A,Beneficial,A1,Fisheries management,0.34684010079861644,Schuhbauer et al. (2017)
CPV,A,Beneficial,A2,Fishery research and development,0.43286642204348,Schuhbauer et al. (2017)
CPV,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
CPV,B,Capacity-enhancing,B1,Boat construction and renovation,0.9227467287580191,Schuhbauer et al. (2017)
CPV,B,Capacity-enhancing,B2,Fisheries development projects,0.48708818897644673,Schuhbauer et al. (2017)
CPV,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
CPV,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.7305879296163915,Schuhbauer et al. (2017)
CPV,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.4387981299683433,Schuhbauer et al. (2017)
CPV,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
CPV,B,Capacity-enhancing,B7,Fuel subsidies,0.37497831753439553,Schuhbauer et al. (2017)
CPV,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
CPV,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
CPV,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
CRI,A,Beneficial,A1,Fisheries management,1,Schuhbauer et al. (2017)
CRI,A,Beneficial,A2,Fishery research and development,0.2843666390546597,Schuhbauer et al. (2017)
CRI,A,Beneficial,A3,Marine protected areas,0.25350299405302634,Schuhbauer et al. (2017)
CRI,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
CRI,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
CRI,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
CRI,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
CRI,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
CRI,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
CRI,B,Capacity-enhancing,B7,Fuel subsidies,1,Schuhbauer et al. (2017)
CRI,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
CRI,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
CRI,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
CUB,A,Beneficial,A1,Fisheries management,0.945171424295199,Schuhbauer et al. (2017)
CUB,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
CUB,A,Beneficial,A3,Marine protected areas,0.9009999989252395,Schuhbauer et al. (2017)
CUB,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
CUB,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
CUB,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
CUB,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
CUB,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
CUB,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
CUB,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
CUB,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
CUB,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
CUB,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
CYP,A,Beneficial,A1,Fisheries management,0.18709490103498586,Schuhbauer et al. (2017)
CYP,A,Beneficial,A2,Fishery research and development,0.14970190367551983,Schuhbauer et al. (2017)
CYP,A,Beneficial,A3,Marine protected areas,0.3873742810132555,Schuhbauer et al. (2017)
CYP,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
CYP,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
CYP,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
CYP,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.005592043193024798,Schuhbauer et al. (2017)
CYP,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
CYP,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
CYP,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
CYP,C,Ambiguous,C1,Fisher assistance,0.005036160999835376,Schuhbauer et al. (2017)
CYP,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
CYP,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
DEU,A,Beneficial,A1,Fisheries management,0.03575874993070907,Schuhbauer et al. (2017)
DEU,A,Beneficial,A2,Fishery research and development,0.04,Schuhbauer et al. (2017)
DEU,A,Beneficial,A3,Marine protected areas,0.07200000000173248,Schuhbauer et al. (2017)
DEU,B,Capacity-enhancing,B1,Boat construction and renovation,0.04000000000574263,Schuhbauer et al. (2017)
DEU,B,Capacity-enhancing,B2,Fisheries development projects,0.015985478452204497,Schuhbauer et al. (2017)
DEU,B,Capacity-enhancing,B3,Fishing port development,0.016122009000098674,Schuhbauer et al. (2017)
DEU,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.04457907417469931,Schuhbauer et al. (2017)
DEU,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.012000000001165837,Schuhbauer et al. (2017)
DEU,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
DEU,B,Capacity-enhancing,B7,Fuel subsidies,0.12099999997290146,Schuhbauer et al. (2017)
DEU,C,Ambiguous,C1,Fisher assistance,0.16904638453357326,Schuhbauer et al. (2017)
DEU,C,Ambiguous,C2,Vessel buyback programs,0.35617244483996297,Schuhbauer et al. (2017)
DEU,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
DJI,A,Beneficial,A1,Fisheries management,0.22535797737249727,Schuhbauer et al. (2017)
DJI,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
DJI,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
DJI,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
DJI,B,Capacity-enhancing,B2,Fisheries development projects,0.28731465178126875,Schuhbauer et al. (2017)
DJI,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
DJI,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.11590789608058608,Schuhbauer et al. (2017)
DJI,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.8670000000466566,Schuhbauer et al. (2017)
DJI,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
DJI,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
DJI,C,Ambiguous,C1,Fisher assistance,1,Schuhbauer et al. (2017)
DJI,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
DJI,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
DMA,A,Beneficial,A1,Fisheries management,1,Schuhbauer et al. (2017)
DMA,A,Beneficial,A2,Fishery research and development,1,Schuhbauer et al. (2017)
DMA,A,Beneficial,A3,Marine protected areas,1,Schuhbauer et al. (2017)
DMA,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
DMA,B,Capacity-enhancing,B2,Fisheries development projects,0.10984104739984105,Schuhbauer et al. (2017)
DMA,B,Capacity-enhancing,B3,Fishing port development,0.17424504626169915,Schuhbauer et al. (2017)
DMA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.07773756808733467,Schuhbauer et al. (2017)
DMA,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
DMA,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
DMA,B,Capacity-enhancing,B7,Fuel subsidies,0.04994746653252853,Schuhbauer et al. (2017)
DMA,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
DMA,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
DMA,C,Ambiguous,C3,Rural fisher communities,0.09658359769238029,Schuhbauer et al. (2017)
DNK,A,Beneficial,A1,Fisheries management,0.10979579273171544,Schuhbauer et al. (2017)
DNK,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
DNK,A,Beneficial,A3,Marine protected areas,0.07799999400595782,Schuhbauer et al. (2017)
DNK,B,Capacity-enhancing,B1,Boat construction and renovation,0.16276561043624763,Schuhbauer et al. (2017)
DNK,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
DNK,B,Capacity-enhancing,B3,Fishing port development,0.08486973997494558,Schuhbauer et al. (2017)
DNK,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
DNK,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
DNK,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
DNK,B,Capacity-enhancing,B7,Fuel subsidies,0.08741353362948641,Schuhbauer et al. (2017)
DNK,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
DNK,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
DNK,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
DOM,A,Beneficial,A1,Fisheries management,1,Schuhbauer et al. (2017)
DOM,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
DOM,A,Beneficial,A3,Marine protected areas,1,Schuhbauer et al. (2017)
DOM,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
DOM,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
DOM,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
DOM,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
DOM,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
DOM,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
DOM,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
DOM,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
DOM,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
DOM,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
DZA,A,Beneficial,A1,Fisheries management,0.8050161200268003,Schuhbauer et al. (2017)
DZA,A,Beneficial,A2,Fishery research and development,0.08753566100930822,Schuhbauer et al. (2017)
DZA,A,Beneficial,A3,Marine protected areas,0.38399656506259433,Schuhbauer et al. (2017)
DZA,B,Capacity-enhancing,B1,Boat construction and renovation,0.16000000000455564,Schuhbauer et al. (2017)
DZA,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
DZA,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
DZA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
DZA,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
DZA,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
DZA,B,Capacity-enhancing,B7,Fuel subsidies,0.06399999999844852,Schuhbauer et al. (2017)
DZA,C,Ambiguous,C1,Fisher assistance,0.5,Schuhbauer et al. (2017)
DZA,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
DZA,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
ECU,A,Beneficial,A1,Fisheries management,0.21899999991310712,Schuhbauer et al. (2017)
ECU,A,Beneficial,A2,Fishery research and development,0.06620180103224947,Schuhbauer et al. (2017)
ECU,A,Beneficial,A3,Marine protected areas,0.21900012700632224,Schuhbauer et al. (2017)
ECU,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
ECU,B,Capacity-enhancing,B2,Fisheries development projects,0.6796799581170219,Schuhbauer et al. (2017)
ECU,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
ECU,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
ECU,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
ECU,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
ECU,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
ECU,C,Ambiguous,C1,Fisher assistance,0.7050737139100328,Schuhbauer et al. (2017)
ECU,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
ECU,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
EGY,A,Beneficial,A1,Fisheries management,1,Schuhbauer et al. (2017)
EGY,A,Beneficial,A2,Fishery research and development,0.11036032998919056,Schuhbauer et al. (2017)
EGY,A,Beneficial,A3,Marine protected areas,0.27060441410015945,Schuhbauer et al. (2017)
EGY,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
EGY,B,Capacity-enhancing,B2,Fisheries development projects,0.030930626455637086,Schuhbauer et al. (2017)
EGY,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
EGY,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
EGY,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
EGY,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
EGY,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
EGY,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
EGY,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
EGY,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
ERI,A,Beneficial,A1,Fisheries management,0.28429775596646434,Schuhbauer et al. (2017)
ERI,A,Beneficial,A2,Fishery research and development,0.4399679100529745,Schuhbauer et al. (2017)
ERI,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
ERI,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
ERI,B,Capacity-enhancing,B2,Fisheries development projects,0.27739169665285435,Schuhbauer et al. (2017)
ERI,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
ERI,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.11590789603831259,Schuhbauer et al. (2017)
ERI,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
ERI,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
ERI,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
ERI,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
ERI,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
ERI,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
ESP,A,Beneficial,A1,Fisheries management,0.01353657586861802,Schuhbauer et al. (2017)
ESP,A,Beneficial,A2,Fishery research and development,0.02664718700013099,Schuhbauer et al. (2017)
ESP,A,Beneficial,A3,Marine protected areas,0.07788787699891507,Schuhbauer et al. (2017)
ESP,B,Capacity-enhancing,B1,Boat construction and renovation,0.04422979169776173,Schuhbauer et al. (2017)
ESP,B,Capacity-enhancing,B2,Fisheries development projects,0.16527531764482478,Schuhbauer et al. (2017)
ESP,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
ESP,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
ESP,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.0268925036356919,Schuhbauer et al. (2017)
ESP,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
ESP,B,Capacity-enhancing,B7,Fuel subsidies,0.005087808560359223,Schuhbauer et al. (2017)
ESP,C,Ambiguous,C1,Fisher assistance,0.5700000000441641,Schuhbauer et al. (2017)
ESP,C,Ambiguous,C2,Vessel buyback programs,0.3599999999600004,Schuhbauer et al. (2017)
ESP,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
EST,A,Beneficial,A1,Fisheries management,0.34354550766162745,Schuhbauer et al. (2017)
EST,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
EST,A,Beneficial,A3,Marine protected areas,0.07015699599019212,Schuhbauer et al. (2017)
EST,B,Capacity-enhancing,B1,Boat construction and renovation,0.13176590086767037,Schuhbauer et al. (2017)
EST,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
EST,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
EST,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.026342144042953927,Schuhbauer et al. (2017)
EST,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
EST,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
EST,B,Capacity-enhancing,B7,Fuel subsidies,0.10007691980345801,Schuhbauer et al. (2017)
EST,C,Ambiguous,C1,Fisher assistance,0.005749106301251272,Schuhbauer et al. (2017)
EST,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
EST,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
FIN,A,Beneficial,A1,Fisheries management,0.1086740885441325,Schuhbauer et al. (2017)
FIN,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
FIN,A,Beneficial,A3,Marine protected areas,0.0708620910013212,Schuhbauer et al. (2017)
FIN,B,Capacity-enhancing,B1,Boat construction and renovation,0.1295513478125328,Schuhbauer et al. (2017)
FIN,B,Capacity-enhancing,B2,Fisheries development projects,0.5915156665029616,Schuhbauer et al. (2017)
FIN,B,Capacity-enhancing,B3,Fishing port development,0.09553159400609636,Schuhbauer et al. (2017)
FIN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
FIN,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.09275345561363806,Schuhbauer et al. (2017)
FIN,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
FIN,B,Capacity-enhancing,B7,Fuel subsidies,0.09839495463935692,Schuhbauer et al. (2017)
FIN,C,Ambiguous,C1,Fisher assistance,0.005652482655463481,Schuhbauer et al. (2017)
FIN,C,Ambiguous,C2,Vessel buyback programs,0.36999999992653776,Schuhbauer et al. (2017)
FIN,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
FJI,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
FJI,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
FJI,A,Beneficial,A3,Marine protected areas,0.4009573419897791,Schuhbauer et al. (2017)
FJI,B,Capacity-enhancing,B1,Boat construction and renovation,0.039921765001635696,Schuhbauer et al. (2017)
FJI,B,Capacity-enhancing,B2,Fisheries development projects,0.4946803702860768,Schuhbauer et al. (2017)
FJI,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
FJI,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
FJI,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
FJI,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
FJI,B,Capacity-enhancing,B7,Fuel subsidies,1,Schuhbauer et al. (2017)
FJI,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
FJI,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
FJI,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
FRA,A,Beneficial,A1,Fisheries management,0.06004309792186923,Schuhbauer et al. (2017)
FRA,A,Beneficial,A2,Fishery research and development,0.08841944528319712,Schuhbauer et al. (2017)
FRA,A,Beneficial,A3,Marine protected areas,0.4043298439727235,Schuhbauer et al. (2017)
FRA,B,Capacity-enhancing,B1,Boat construction and renovation,0.057544939488969486,Schuhbauer et al. (2017)
FRA,B,Capacity-enhancing,B2,Fisheries development projects,0.015985478425359086,Schuhbauer et al. (2017)
FRA,B,Capacity-enhancing,B3,Fishing port development,0.2211711060046267,Schuhbauer et al. (2017)
FRA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
FRA,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.22,Schuhbauer et al. (2017)
FRA,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
FRA,B,Capacity-enhancing,B7,Fuel subsidies,0.12999999994965275,Schuhbauer et al. (2017)
FRA,C,Ambiguous,C1,Fisher assistance,0.5300000000774258,Schuhbauer et al. (2017)
FRA,C,Ambiguous,C2,Vessel buyback programs,0.3700000000101533,Schuhbauer et al. (2017)
FRA,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
FSM,A,Beneficial,A1,Fisheries management,0.06722462733691778,Schuhbauer et al. (2017)
FSM,A,Beneficial,A2,Fishery research and development,0.042999998998713033,Schuhbauer et al. (2017)
FSM,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
FSM,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
FSM,B,Capacity-enhancing,B2,Fisheries development projects,0.26000000398751943,Schuhbauer et al. (2017)
FSM,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
FSM,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
FSM,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
FSM,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
FSM,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
FSM,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
FSM,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
FSM,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
GAB,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
GAB,A,Beneficial,A2,Fishery research and development,0.2790001760115759,Schuhbauer et al. (2017)
GAB,A,Beneficial,A3,Marine protected areas,0.2789997649597505,Schuhbauer et al. (2017)
GAB,B,Capacity-enhancing,B1,Boat construction and renovation,0.6350026432616076,Schuhbauer et al. (2017)
GAB,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
GAB,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
GAB,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.4367749505794866,Schuhbauer et al. (2017)
GAB,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.6350000000223638,Schuhbauer et al. (2017)
GAB,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
GAB,B,Capacity-enhancing,B7,Fuel subsidies,0.22153044436765462,Schuhbauer et al. (2017)
GAB,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
GAB,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
GAB,C,Ambiguous,C3,Rural fisher communities,0.9999979721028733,Schuhbauer et al. (2017)
GBR,A,Beneficial,A1,Fisheries management,0.8425372106993128,Schuhbauer et al. (2017)
GBR,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
GBR,A,Beneficial,A3,Marine protected areas,0.0360399200007451,Schuhbauer et al. (2017)
GBR,B,Capacity-enhancing,B1,Boat construction and renovation,0.10133459765019684,Schuhbauer et al. (2017)
GBR,B,Capacity-enhancing,B2,Fisheries development projects,0.40368962297776767,Schuhbauer et al. (2017)
GBR,B,Capacity-enhancing,B3,Fishing port development,0.08057234801093117,Schuhbauer et al. (2017)
GBR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.027754321103266925,Schuhbauer et al. (2017)
GBR,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
GBR,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
